ric,ticker,isin,exchange_name,coverage_role
MFE^C11,MFE,US5790641063,New York Consolidated
MFI.OQ,MFI,VGG6065C1216,NASDAQ Stock Exchange Capital Market
MFIN.OQ,MFIN,US5839281061,Nasdaq Stock Exchange Global Select Market
MFLX.OQ,MFLX,US33740F5089,NASDAQ Stock Exchange Global Market
MFRM.OQ,MFRM,,
MFSF.OQ,MFSF,,
MG.N,MG,US60649T1079,New York Stock Exchange
MGAM.OQ,MGAM,US6073711011,NASDAQ Stock Exchange Capital Market
MGEE.OQ,MGEE,US55277P1049,Nasdaq Stock Exchange Global Select Market
MGM.N,MGM,US5529531015,New York Stock Exchange
MGNI.OQ,MGNI,US55955D1000,Nasdaq Stock Exchange Global Select Market
MGNX.OQ,MGNX,US5560991094,Nasdaq Stock Exchange Global Select Market
MGPI.OQ,MGPI,US55303J1060,Nasdaq Stock Exchange Global Select Market
MGRC.OQ,MGRC,US5805891091,Nasdaq Stock Exchange Global Select Market
MGTX.OQ,MGTX,KYG596651029,Nasdaq Stock Exchange Global Select Market
MGY.N,MGY,US5596631094,New York Stock Exchange
MH.N,MH,US5809071039,New York Stock Exchange
MHGC.O,MHGC,,
MHGC.OQ,MHGC,,
MHK.N,MHK,US6081901042,New York Stock Exchange
MHO.N,MHO,US55305B1017,New York Stock Exchange
MHP.II,MHP,,
MHR.N,MHR,,
MHS.II,MHS,,
MHS^D12,MHS,US58405U1025,New York Consolidated
MIAX.N,MIAX,US59356Q1085,New York Stock Exchange
MIDD.OQ,MIDD,US5962781010,Nasdaq Stock Exchange Global Select Market
MIG.N,MIG,US92189H8622,New York Stock Exchange
MIKN.BCU,MIKN,US59408Q1067,BATS Europe
MIL.II,MIL,,
MILL.N,MILL,,
MIND.OQ,MIND,US6025663096,NASDAQ Stock Exchange Capital Market
MINI.OQ,MINI,,
MIPS.O,MIPS,,
MIPS.OQ,MIPS,,
MIR.N,MIR,US60471A1016,New York Stock Exchange
MIRM.OQ,MIRM,US6047491013,NASDAQ Stock Exchange Global Market
MITK.OQ,MITK,US6067102003,NASDAQ Stock Exchange Capital Market
MITT.N,MITT,US0012285013,New York Stock Exchange
MI^G11,MI,US5718371033,New York Consolidated
MJN.N,MJN,,
MKC.II,MKC,,
MKC.N,MKC,US5797802064,New York Stock Exchange
MKL.N,MKL,US5705351048,New York Stock Exchange
MKSI.OQ,MKSI,US55306N1046,Nasdaq Stock Exchange Global Select Market
MKTG.OQ,MKTG,,
MKTO.OQ,MKTO,,
MKTW.OQ,MKTW,US57064P2065,NASDAQ Stock Exchange Global Market
MKTX.OQ,MKTX,US57060D1081,Nasdaq Stock Exchange Global Select Market
MLAB.OQ,MLAB,US59064R1095,Nasdaq Stock Exchange Global Select Market
MLAN.OQ,MLAN,,
MLI.N,MLI,US6247561029,New York Stock Exchange
MLKN.OQ,MLKN,US6005441000,Nasdaq Stock Exchange Global Select Market
MLM.N,MLM,US5732841060,New York Stock Exchange
MLP.N,MLP,US5773451019,New York Stock Exchange
MLR.N,MLR,US6005512040,New York Stock Exchange
MLYS.OQ,MLYS,US6031701013,Nasdaq Stock Exchange Global Select Market
MM.MW,MM,,
MMI.N,MMI,US5663241090,New York Stock Exchange
MMM.N,MMM,US88579Y1010,New York Stock Exchange
MMPI.O,MMPI,,
MMR.B,MMR,,
MMR.N,MMR,,
MMS.N,MMS,US5779331041,New York Stock Exchange
MMSI.OQ,MMSI,US5898891040,Nasdaq Stock Exchange Global Select Market
MNC.B,MNC,,
MNK.N,MNK,,
MNKD.OQ,MNKD,US56400P7069,NASDAQ Stock Exchange Global Market
MNOV.OQ,MNOV,US58468P2065,NASDAQ Stock Exchange Global Market
MNPR.OQ,MNPR,US61023L2079,NASDAQ Stock Exchange Capital Market
MNRO.OQ,MNRO,US6102361010,Nasdaq Stock Exchange Global Select Market
MNSB.OQ,MNSB,US56064Y1001,NASDAQ Stock Exchange Capital Market
MNST.II,MNST,,
MNST.OQ,MNST,US61174X1090,Nasdaq Stock Exchange Global Select Market
MNT.B,MNT,,
MNTG.II,MNTG,,
MNTK.OQ,MNTK,US61218C1036,NASDAQ Stock Exchange Capital Market
MO.N,MO,US02209S1033,New York Stock Exchange
MOD.N,MOD,US6078281002,New York Stock Exchange
MOGA,MOGB,HU0000153937,New York Consolidated
MOGA.N,MOG.A,US6153942023,New York Stock Exchange
MOH.N,MOH,US60855R1005,New York Stock Exchange
MOLX.O^L13,MOLX,US6085541018,Consolidated Issue Listed on Nasdaq Global Select Market
MOLXF.INS,MOLXF,,
MON^F18,MON^F18,US61166W1018,New York Consolidated
MORE.N,MORE,,
MORN.OQ,MORN,US6177001095,Nasdaq Stock Exchange Global Select Market
MOS.N,MOS,US61945C1036,New York Stock Exchange
MOTC.BR^I08,PMO,BE0004464021,Brussels Stock Exchange
MOV.N,MOV,US6245801062,New York Stock Exchange
MOVE.OQ,MOVE,US62459M3051,NASDAQ Stock Exchange Capital Market
MP.N,MP,US5533681012,New York Stock Exchange
MPAA.OQ,MPAA,US6200711009,Nasdaq Stock Exchange Global Select Market
MPB.OQ,MPB,US59540G1076,NASDAQ Stock Exchange Global Market
MPC.N,MPC,US56585A1025,New York Stock Exchange
MPG.N,MPG,US88340C8423,New York Stock Exchange
MPLT.OQ,MPLT,US56565P1030,Nasdaq Stock Exchange Global Select Market
MPO.N,MPO,,
MPR.N,MPR,,
MPS.B,MPS,,
MPS.N,MPS,,
MPSX.N,MPSX,,
MPT,MPT,US58463J3041,New York Consolidated
MPTI.A,MPTI,US55380K1097,American Stock Exchange
MPWR.OQ,MPWR,US6098391054,Nasdaq Stock Exchange Global Select Market
MPX.N,MPX,US5684271084,New York Stock Exchange
MQ.OQ,MQ,US57142B1044,Nasdaq Stock Exchange Global Select Market
MRBK.OQ,MRBK,US58958P1049,Nasdaq Stock Exchange Global Select Market
MRCY.OQ,MRCY,US5893781089,Nasdaq Stock Exchange Global Select Market
MRCYDE.INS,MRCYDE,,
MRGE.OQ,MRGE,,
MRH.MW,MRH,,
MRH.N,MRH,,
MRK.II,MRK,,
MRK.N,MRK,US58933Y1055,New York Stock Exchange
MRKR.OQ,MRKR,US57055L2060,NASDAQ Stock Exchange Capital Market
MRNA.OQ,MRNA,US60770K1079,Nasdaq Stock Exchange Global Select Market
MRNS.MX,MRNS*,US56854Q2003,Bolsa Mexicana de Valores S.A. de C.V.
MRO.MX,MRO*,US5658491064,Bolsa Mexicana de Valores S.A. de C.V.
MRSH.K,MRSH,US5717481023,New York Consolidated
MRT.PH,MRT,US5731341039,NASDAQ OMX PSX  SE
MRTN.OQ,MRTN,US5730751089,Nasdaq Stock Exchange Global Select Market
MRVCDE.INS,MRVCDE,,
MRVI.OQ,MRVI,US56600D1072,Nasdaq Stock Exchange Global Select Market
MRVL.OQ,MRVL,US5738741041,Nasdaq Stock Exchange Global Select Market
MRX.OQ,MRX,GB00BMT7GT62,Nasdaq Stock Exchange Global Select Market
MRX^L12,MRX,US5846903095,New York Consolidated
MS.N,MS,US6174464486,New York Stock Exchange
MSA.N,MSA,US5534981064,New York Stock Exchange
MSBI.OQ,MSBI,US5977421057,Nasdaq Stock Exchange Global Select Market
MSCCN.BCU,MSCCN,US5951371005,BATS Europe
MSCI.N,MSCI,US55354G1004,New York Stock Exchange
MSEX.OQ,MSEX,US5966801087,Nasdaq Stock Exchange Global Select Market
MSFT.OQ,MSFT,US5949181045,Nasdaq Stock Exchange Global Select Market
MSGE.N,MSGE,US5582561032,New York Stock Exchange
MSI.N,MSI,US6200763075,New York Stock Exchange
MSM.N,MSM,US5535301064,New York Stock Exchange
MSO.B,MSO,,
MSO.N,MSO,,
MSPD.OQ,MSPD,,
MSTR.OQ,MSTR,US5949724083,Nasdaq Stock Exchange Global Select Market
MSW.OQ,MSW,KYG614401068,NASDAQ Stock Exchange Capital Market
MTB.II,MTB,,
MTB.N,MTB,US55261F1049,New York Stock Exchange
MTCH.OQ,MTCH,US57667L1070,Nasdaq Stock Exchange Global Select Market
MTCT.OQ,MTCT,,
MTD.N,MTD,US5926881054,New York Stock Exchange
MTDR.N,MTDR,US5764852050,New York Stock Exchange
MTEX.OQ,MTEX,US5637712036,NASDAQ Stock Exchange Capital Market
MTG.II,MTG,,
MTG.N,MTG,US5528481030,New York Stock Exchange
MTGE.OQ,MTGE,,
MTH.N,MTH,US59001A1025,New York Stock Exchange
MTN.N,MTN,US91879Q1094,New York Stock Exchange
MTNB.A,MTNB,US5768103039,American Stock Exchange
MTRN.N,MTRN,US5766901012,New York Stock Exchange
MTRX.OQ,MTRX,US5768531056,Nasdaq Stock Exchange Global Select Market
MTSI.OQ,MTSI,US55405Y1001,Nasdaq Stock Exchange Global Select Market
MTSN.O,MTSN,,
MTSN.OQ,MTSN,,
MTUS.N,MTUS,US8873991033,New York Stock Exchange
MTW.N,MTW,US5635714059,New York Stock Exchange
MTX.N,MTX,US6031581068,New York Stock Exchange
MTZ.N,MTZ,US5763231090,New York Stock Exchange
MU.OQ,MU,US5951121038,Nasdaq Stock Exchange Global Select Market
MUR.II,MUR,,
MUR.N,MUR,US6267171022,New York Stock Exchange
MUSA.N,MUSA,US6267551025,New York Stock Exchange
MUX.N,MUX,US58039P3055,New York Stock Exchange
MV.N,MV,,
MVBF.OQ,MVBF,US5538101024,NASDAQ Stock Exchange Capital Market
MVC.C,MVC,,
MVIS.OQ,MVIS,US5949603048,NASDAQ Stock Exchange Global Market
MVL.N,MVL,,
MVSN.OQ,MVSN,,
MVSND.OQ,MVSND,,
MVST.OQ,MVST,US59516C1062,NASDAQ Stock Exchange Capital Market
MWA.N,MWA,US6247581084,New York Stock Exchange
MWIV.OQ,MWIV,,
MWP.C,MWP,,
MWV.II,MWV,,
MWV.N,MWV,,
MWW^K16,MWW^K16,US6117421072,New York Consolidated
MWY.C,MWY,,
MXCT.OQ,MXCT,US57777K1060,Nasdaq Stock Exchange Global Select Market
MXGL.OQ,MXGL,,
MXIM.O^H21,MXIM,US57772K1016,Consolidated Issue Listed on Nasdaq Global Select Market
MXL.OQ,MXL,US57776J1007,Nasdaq Stock Exchange Global Select Market
MYCC.N,MYCC,,
MYE.N,MYE,US6284641098,New York Stock Exchange
MYFW.OQ,MYFW,US33751L1052,Nasdaq Stock Exchange Global Select Market
MYGN.OQ,MYGN,US62855J1043,Nasdaq Stock Exchange Global Select Market
MYGNDE.INS,MYGNDE,,
MYL.II,MYL,,
MYO.A,MYO,US62857J2015,American Stock Exchange
MYOKN.BCU,MYOKN,US62857M1053,BATS Europe
MYPS.OQ,MYPS,US72815G1085,NASDAQ Stock Exchange Global Market
MYRG.OQ,MYRG,US55405W1045,Nasdaq Stock Exchange Global Select Market
MZTI.OQ,MZTI,US5138471033,Nasdaq Stock Exchange Global Select Market
NABL.N,NABL,US62878D1000,New York Stock Exchange
NADL.N,NADL,,
NAFC.OQ,NAFC,,
NAGE.OQ,NAGE,US1710774076,NASDAQ Stock Exchange Capital Market
NAL.C,NAL,,
NAME.OQ,NAME,,
NASB.PK,NASB,US6289681099,USA Pink Sheets
NAT.N,NAT,BMG657731060,New York Stock Exchange
NATH.OQ,NATH,US6323471002,Nasdaq Stock Exchange Global Select Market
NATI.O^J23,NATI,US6365181022,Consolidated Issue Listed on Nasdaq Global Select Market
NATL.N,NATL,US63001N1063,New York Stock Exchange
NATR.OQ,NATR,US6390271012,NASDAQ Stock Exchange Capital Market
NAUH.PK,NAUH,US63245Q1058,USA Pink Sheets
NAVI.OQ,NAVI,US63938C1080,Nasdaq Stock Exchange Global Select Market
NAVN.OQ,NAVN,US6391931010,Nasdaq Stock Exchange Global Select Market
NB.OQ,NB,CA6544846091,NASDAQ Stock Exchange Global Market
NBBC.OQ,NBBC,,
NBBK.OQ,NBBK,US63945M1071,NASDAQ Stock Exchange Capital Market
NBF.A,NBF,,
NBHC.N,NBHC,US6337071046,New York Stock Exchange
NBIX.OQ,NBIX,US64125C1099,Nasdaq Stock Exchange Global Select Market
NBL.O^J20,NBL,US6550441058,Consolidated Issue Listed on Nasdaq Global Select Market
NBN.OQ,NBN,US66405S1006,NASDAQ Stock Exchange Global Market
NBR.II,NBR,,
NBR.N,NBR,BMG6359F1370,New York Stock Exchange
NBTB.OQ,NBTB,US6287781024,Nasdaq Stock Exchange Global Select Market
NC.N,NC,US6295791031,New York Stock Exchange
NCC.II,NCC,US634902GJ32,
NCI.N,NCI,KYG6421C1208,New York Stock Exchange
NCIT.OQ,NCIT,,
NCLH.K,NCLH,BMG667211046,New York Consolidated
NCMI.OQ,NCMI,US6353092066,Nasdaq Stock Exchange Global Select Market
NCOM.OQ,NCOM,,
NCSM.OQ,NCSM,US6288772014,NASDAQ Stock Exchange Capital Market
NDAQ.OQ,NDAQ,US6311031081,Nasdaq Stock Exchange Global Select Market
NDLS.OQ,NDLS,US65540B3033,Nasdaq Stock Exchange Global Select Market
NDN^A12,NDN,US65440K1060,New York Consolidated
NDSN.OQ,NDSN,US6556631025,Nasdaq Stock Exchange Global Select Market
NE.II,NE,,
NE.N,NE,GB00BMXNWH07,New York Stock Exchange
NECB.OQ,NECB,US6641211007,NASDAQ Stock Exchange Capital Market
NEE.N,NEE,US65339F1012,New York Stock Exchange
NEFF.N,NEFF,,
NEM.N,NEM,US6516391066,New York Stock Exchange
NEO.OQ,NEO,US64049M2098,NASDAQ Stock Exchange Capital Market
NEOG.OQ,NEOG,US6404911066,Nasdaq Stock Exchange Global Select Market
NEON.OQ,NEON,US64051M7092,NASDAQ Stock Exchange Capital Market
NEOS.OQ,NEOS,,
NERV.OQ,NERV,US6033802058,NASDAQ Stock Exchange Capital Market
NET.N,NET,US18915M1071,New York Stock Exchange
NEU.N,NEU,US6515871076,New York Stock Exchange
NEWP.O,NEWP,,
NEWR.K^K23,NEWR,US64829B1008,New York Consolidated
NEWT.OQ,NEWT,US6525262035,NASDAQ Stock Exchange Global Market
NEXCDE.INS,NEXCDE,,
NEXN.OQ,NEXN,IL0012165630,NASDAQ Stock Exchange Global Market
NEXT.OQ,NEXT,US65342K1051,NASDAQ Stock Exchange Capital Market
NFBK.OQ,NFBK,US66611T1088,Nasdaq Stock Exchange Global Select Market
NFE.OQ,NFE,US6443931000,Nasdaq Stock Exchange Global Select Market
NFG.N,NFG,US6361801011,New York Stock Exchange
NFI.C,NFI,,
NFLX.OQ,NFLX,US64110L1061,Nasdaq Stock Exchange Global Select Market
NFP.B,NFP,,
NFP.N,NFP,,
NFX^B19,NFX^B19,US6512901082,New York Consolidated
NGNE.OQ,NGNE,US64135M1053,NASDAQ Stock Exchange Global Market
NGPC.OQ,NGPC,,
NGS.N,NGS,US63886Q1094,New York Stock Exchange
NGVC.N,NGVC,US63888U1088,New York Stock Exchange
NGVT.N,NGVT,US45688C1071,New York Stock Exchange
NHC.A,NHC,US6359061008,American Stock Exchange
NHC.TO,NHC,,
NHI.N,NHI,US63633D1046,New York Stock Exchange
NHP^G11,NHP,US6386201049,New York Consolidated
NHTC.OQ,NHTC,US63888P4063,NASDAQ Stock Exchange Capital Market
NI.II,NI,US66526HAP38,
NI.N,NI,US65473P1057,New York Stock Exchange
NIC.N,NIC,US65406E1029,New York Stock Exchange
NIHD.OQ,NIHD,,
NILE.OQ,NILE,,
NINEQ.PK,NINEQ,US65441V1017,USA Pink Sheets
NITE.OQ,NITE,,
NJR.N,NJR,US6460251068,New York Stock Exchange
NKE.N,NKE,US6541061031,New York Stock Exchange
NKSH.OQ,NKSH,US6348651091,NASDAQ Stock Exchange Capital Market
NKTR.OQ,NKTR,US6402683063,NASDAQ Stock Exchange Capital Market
NKTRDE.INS,NKTRDE,,
NKTX.OQ,NKTX,US65487U1088,Nasdaq Stock Exchange Global Select Market
NL.N,NL,US6291564077,New York Stock Exchange
NLOP.N,NLOP,US64110Y1082,New York Stock Exchange
NLSN.K^J22,NLSN,GB00BWFY5505,New York Consolidated
NLY.N,NLY,US0357108390,New York Stock Exchange
NMAX.N,NMAX,US65250K1051,New York Stock Exchange
NMBL.N,NMBL,US45259A7798,New York Stock Exchange
NMFC.O,NMFC,US6475511001,Consolidated Issue Listed on Nasdaq Global Select Market
NMIH.OQ,NMIH,US6292093050,NASDAQ Stock Exchange Global Market
NMRK.OQ,NMRK,US65158N1028,Nasdaq Stock Exchange Global Select Market
NN.OQ,NN,US65345N1063,NASDAQ Stock Exchange Capital Market
NNBR.OQ,NNBR,US6293371067,Nasdaq Stock Exchange Global Select Market
NNE.OQ,NNE,US63010H1086,NASDAQ Stock Exchange Capital Market
NNI.N,NNI,US64031N1081,New York Stock Exchange
NNN.N,NNN,US6374171063,New York Stock Exchange
NNOX.OQ,NNOX,IL0011681371,NASDAQ Stock Exchange Global Market
NOBL.OQ,NOBL,,
NOC.II,NOC,,
NOC.N,NOC,US6668071029,New York Stock Exchange
NODK.OQ,NODK,US65342T1060,NASDAQ Stock Exchange Capital Market
NOG.N,NOG,US6655313079,New York Stock Exchange
NOR.N,NOR,,
NOTV.OQ,NOTV,US45783Q1004,NASDAQ Stock Exchange Capital Market
NOV.II,NOV,,
NOV.N,NOV,US62955J1034,New York Stock Exchange
NOVC.OQ,NOVC,,
NOVL.O^D11,NOVL,US6700061053,Consolidated Issue Listed on Nasdaq Global Select Market
NOVN.OQ,NOVN,,
NOVT.OQ,NOVT,CA67000B1040,Nasdaq Stock Exchange Global Select Market
NOW.N,NOW,US81762P1021,New York Stock Exchange
NPB.N,NPB,US66661N8864,New York Stock Exchange
NPBC.OQ,NPBC,,
NPCE.OQ,NPCE,US6412881053,NASDAQ Stock Exchange Global Market
NPK.N,NPK,US6372151042,New York Stock Exchange
NPKI.N,NPKI,US6517185046,New York Stock Exchange
NPO.N,NPO,US29355X1072,New York Stock Exchange
NPSI.OQ,NPSI,,
NPSP.OQ,NPSP,,
NPWR.N,NPWR,US64107A1051,New York Stock Exchange
NRC.OQ,NRC,US6373722023,Nasdaq Stock Exchange Global Select Market
NRDS.OQ,NRDS,US64082B1026,NASDAQ Stock Exchange Global Market
NRDY.N,NRDY,US64081V1098,New York Stock Exchange
NRE.N,NRE,,
NREF.N,NREF,US65342V1017,New York Stock Exchange
NRF.N,NRF,,
NRG.N,NRG,US6293775085,New York Stock Exchange
NRGN.O,NRGN,,
NRIM.OQ,NRIM,US6667621097,Nasdaq Stock Exchange Global Select Market
NRIX.OQ,NRIX,US67080M1036,NASDAQ Stock Exchange Global Market
NSA.N,NSA,US6378701063,New York Stock Exchange
NSC.N,NSC,US6558441084,New York Stock Exchange
NSIT.OQ,NSIT,US45765U1034,Nasdaq Stock Exchange Global Select Market
NSM.N,NSM,,
NSM^I11,NSM,US6376401039,New York Consolidated
NSP.N,NSP,US45778Q1076,New York Stock Exchange
NSR.N,NSR,,
NSSC.OQ,NSSC,US6304021057,Nasdaq Stock Exchange Global Select Market
NSTK.O,NSTK,,
NSTR.OQ,NSTR,,
NST^D12,NST,US67019E1073,New York Consolidated
NTAP.OQ,NTAP,US64110D1046,Nasdaq Stock Exchange Global Select Market
NTB.N,NTB,BMG0772R2087,New York Stock Exchange
NTCT.OQ,NTCT,US64115T1043,Nasdaq Stock Exchange Global Select Market
NTES.OQ,NTES,US64110W1027,Nasdaq Stock Exchange Global Select Market
NTGR.OQ,NTGR,US64111Q1040,Nasdaq Stock Exchange Global Select Market
NTK.OQ,NTK,,
NTLA.OQ,NTLA,US45826J1051,NASDAQ Stock Exchange Global Market
NTLS.OQ,NTLS,,
NTNX.OQ,NTNX,US67059N1081,Nasdaq Stock Exchange Global Select Market
NTQ.TH,NTQ,,
NTRA.OQ,NTRA,US6323071042,Nasdaq Stock Exchange Global Select Market
NTRS.II,NTRS,,
NTRS.OQ,NTRS,US6658591044,Nasdaq Stock Exchange Global Select Market
NTSP.OQ,NTSP,,
NTST.N,NTST,US64119V3033,New York Stock Exchange
NTY.N,NTY,,
NUANF.INS,NUANF,,
NUCO.OQ,NUCO,,
NUE.N,NUE,US6703461052,New York Stock Exchange
NUS.N,NUS,US67018T1051,New York Stock Exchange
NUSDE.INS,NUSDE,,
NUTR.OQ,NUTR,US67119K1025,NASDAQ Stock Exchange Capital Market
NUTX.OQ,NUTX,US67079U3068,NASDAQ Stock Exchange Capital Market
NUVA.O^I23,NUVA,US6707041058,Consolidated Issue Listed on Nasdaq Global Select Market
NUVB.N,NUVB,US67080N1019,New York Stock Exchange
NUVL.OQ,NUVL,US6707031075,Nasdaq Stock Exchange Global Select Market
NVAX.OQ,NVAX,US6700024010,Nasdaq Stock Exchange Global Select Market
NVCR.OQ,NVCR,JE00BYSS4X48,Nasdaq Stock Exchange Global Select Market
NVCT.OQ,NVCT,US67080T1088,NASDAQ Stock Exchange Capital Market
NVDA.OQ,NVDA,US67066G1040,Nasdaq Stock Exchange Global Select Market
NVEC.OQ,NVEC,US6294452064,NASDAQ Stock Exchange Capital Market
NVE^L13,NVE,US67073Y1064,New York Consolidated
NVGS.N,NVGS,MHY621321089,New York Stock Exchange
NVLS.O^F12,NVLS,US6700081010,Consolidated Issue Listed on Nasdaq Global Select Market
NVR.N,NVR,US62944T1051,New York Stock Exchange
NVRI.N,NVRI,US4158641070,New York Stock Exchange
NVST.N,NVST,US29415F1049,New York Stock Exchange
NVT.N,NVT,IE00BDVJJQ56,New York Stock Exchange
NVTAN.BCU,NVTAN,US46185L1035,BATS Europe
NVTS.OQ,NVTS,US63942X1063,NASDAQ Stock Exchange Global Market
NWBI.OQ,NWBI,US6673401039,Nasdaq Stock Exchange Global Select Market
NWBO.OQ,NWBO,,
NWE.OQ,NWE,US6680743050,Nasdaq Stock Exchange Global Select Market
NWEC.OQ,NWEC,,
NWFL.OQ,NWFL,US6695491075,NASDAQ Stock Exchange Global Market
NWK.B,NWK,,
NWL.II,NWL,,
NWL.O,NWL,US6512291062,Consolidated Issue Listed on Nasdaq Global Select Market
NWLIA.OQ,NWLIA,,
NWN.N,NWN,US66765N1054,New York Stock Exchange
NWPX.OQ,NWPX,US6677461013,Nasdaq Stock Exchange Global Select Market
NWSA.II,NWSA,,
NWSA.OQ,NWSA,US65249B1098,Nasdaq Stock Exchange Global Select Market
NWSB.OQ,NWSB,,
NWY.C,NWY,,
NX.N,NX,US7476191041,New York Stock Exchange
NXDR.N,NXDR,US65345M1080,New York Stock Exchange
NXDT.N,NXDT,US65340G2057,New York Stock Exchange
NXPI.OQ,NXPI,NL0009538784,Nasdaq Stock Exchange Global Select Market
NXRT.N,NXRT,US65341D1028,New York Stock Exchange
NXST.OQ,NXST,US65336K1034,Nasdaq Stock Exchange Global Select Market
NXT.OQ,NXT,US65290E1010,Nasdaq Stock Exchange Global Select Market
NXTC.OQ,NXTC,US65343E2072,Nasdaq Stock Exchange Global Select Market
NXXT.OQ,NXXT,US6529411059,NASDAQ Stock Exchange Capital Market
NYMXF.PK,NYMXF,BSP733981026,USA Pink Sheets
NYNYR.NB,NYNYR,,
NYT.II,NYT,,
NYT.N,NYT,US6501111073,New York Stock Exchange
NYX.C,NYX,US67079G1094,
NYX^K13,NYX,US6294911010,New York Consolidated
O.N,O,US7561091049,New York Stock Exchange
OABC.OQ,OABC,,
OABI.OQ,OABI,US68218J1034,NASDAQ Stock Exchange Global Market
OATS.O,OATS,,
OA^F18,OA,US68557N1037,New York Consolidated
OBK.N,OBK,US68621T1025,New York Stock Exchange
OBT.OQ,OBT,US68417L1070,NASDAQ Stock Exchange Capital Market
OC.N,OC,US6907421019,New York Stock Exchange
OCAS.OQ,OCAS,,
OCAT.OQ,OCAT,,
OCFC.OQ,OCFC,US6752341080,Nasdaq Stock Exchange Global Select Market
OCGN.OQ,OCGN,US67577C1053,NASDAQ Stock Exchange Capital Market
OCLRN.BCU,OCLRN,US67555N2062,BATS Europe
OCR.N,OCR,,
OCUL.OQ,OCUL,US67576A1007,NASDAQ Stock Exchange Global Market
OCZ.OQ,OCZ,,
ODC.N,ODC,US6778641000,New York Stock Exchange
ODFL.OQ,ODFL,US6795801009,Nasdaq Stock Exchange Global Select Market
ODSY.P,ODSY,,
OEC.N,OEC,LU1092234845,New York Stock Exchange
OFED.PK,OFED,US6756071055,USA Pink Sheets
OFG.N,OFG,PR67103X1020,New York Stock Exchange
OFIX.OQ,OFIX,US68752M1080,Nasdaq Stock Exchange Global Select Market
OFLX.OQ,OFLX,US6820951043,NASDAQ Stock Exchange Global Market
OGE.N,OGE,US6708371033,New York Stock Exchange
OGS.N,OGS,US68235P1084,New York Stock Exchange
OHI.N,OHI,US6819361006,New York Stock Exchange
OI.N,OI,US67098H1041,New York Stock Exchange
OII.N,OII,US6752321025,New York Stock Exchange
OIS.N,OIS,US6780261052,New York Stock Exchange
OKE.N,OKE,US6826801036,New York Stock Exchange
OKLO.N,OKLO,US02156V1098,New York Stock Exchange
OKSB.OQ,OKSB,,
OKTA.OQ,OKTA,US6792951054,Nasdaq Stock Exchange Global Select Market
OLED.OQ,OLED,US91347P1057,Nasdaq Stock Exchange Global Select Market
OLLI.OQ,OLLI,US6811161099,NASDAQ Stock Exchange Global Market
OLMA.OQ,OLMA,US68062P1066,Nasdaq Stock Exchange Global Select Market
OLN.N,OLN,US6806652052,New York Stock Exchange
OLP.N,OLP,US6824061039,New York Stock Exchange
OLPX.OQ,OLPX,US6793691089,Nasdaq Stock Exchange Global Select Market
OM.O,OM,US6901452069,Consolidated Issue Listed on Nasdaq Global Select Market
OMC.N,OMC,US6819191064,New York Stock Exchange
OMCL.OQ,OMCL,US68213N1090,Nasdaq Stock Exchange Global Select Market
OMDA.OQ,OMDA,US68170A1088,Nasdaq Stock Exchange Global Select Market
OME.N,OME,,
OMEF.OQ,OMEF,,
OMER.OQ,OMER,US6821431029,NASDAQ Stock Exchange Global Market
OMEX.OQ,OMEX,US6761182012,NASDAQ Stock Exchange Capital Market
OMG.B,OMG,,
OMG.N,OMG,,
OMN.N,OMN,,
OMPI.O,OMPI,,
OMPI.OQ,OMPI,,
OMRI.O,OMRI,,
OMTR.OQ,OMTR,,
OMX.N,OMX,,
ONB.OQ,ONB,US6800331075,Nasdaq Stock Exchange Global Select Market
ONCEN.BCU,ONCEN,US84652J1034,BATS Europe
ONDK.N,ONDK,,
ONE.N,ONE,,
ONEW.OQ,ONEW,US68280L1017,NASDAQ Stock Exchange Global Market
ONIT.N,ONIT,US6757466064,New York Stock Exchange
ONNNF.INS,ONNNF,,
ONT.B,ONT,,
ONTF.N,ONTF,US68339B1044,New York Stock Exchange
ONTO.N,ONTO,US6833441057,New York Stock Exchange
ONXXDE.INS,ONXXDE,,
OO.N,OO,,
OOMA.N,OOMA,US6834161019,New York Stock Exchange
OPAL.OQ,OPAL,US68347P1030,NASDAQ Stock Exchange Capital Market
OPB.OQ,OPB,,
OPBK.OQ,OPBK,US67109R1095,NASDAQ Stock Exchange Global Market
OPCH.OQ,OPCH,US68404L2016,Nasdaq Stock Exchange Global Select Market
OPEN.OQ,OPEN,US6837121036,Nasdaq Stock Exchange Global Select Market
OPFI.N,OPFI,US68386H1032,New York Stock Exchange
OPITQ.PK,OPITQ,US67623C1099,USA Pink Sheets
OPK.OQ,OPK,US68375N1037,Nasdaq Stock Exchange Global Select Market
OPLN.N,OPLN,US48238T1097,New York Stock Exchange
OPRT.OQ,OPRT,US68376D1046,Nasdaq Stock Exchange Global Select Market
OPRX.OQ,OPRX,US68401U2042,NASDAQ Stock Exchange Capital Market
OPSW.O,OPSW,,
OPTM.O,OPTM,,
OPTN.OQ,OPTN,US68404V2097,Nasdaq Stock Exchange Global Select Market
OPTU.N,OPTU,US02156K1034,New York Stock Exchange
OPWR.N,OPWR,,
OPY.N,OPY,US6837971042,New York Stock Exchange
ORA.N,ORA,US6866881021,New York Stock Exchange
ORB.B,ORB,,
ORBCN.BCU,ORBCN,US68555P1003,BATS Europe
ORC.N,ORC,US68571X3017,New York Stock Exchange
